name,nationality_1,nationality_2,team,jersey,position_1,position_2,archetype,height_feet,height_cm,weight_lbs,weight_kg,wingspan_feet,wingspan_cm,season_salary,years_in_the_nba,birthdate,hometown,prior_to_nba,overall,group_outside_scoring,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,group_athleticism,speed,agility,strength,vertical,stamina,hustle,overall_durability,group_inside_scoring,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,group_playmaking,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,group_defense,interior_defense,perimeter_defense,steal,block,help_defense_iq,pass_perception,defensive_consistency,group_rebounding,offensive_rebound,defensive_rebound,intangibles,potential,total_attributes,badge_deadeye,badge_limitless_range,badge_mini_marksman,badge_set_shot_specialist,badge_shifty_shooter,badge_aerial_wizard,badge_float_game,badge_hook_specialist,badge_layup_mixmaster,badge_paint_prodigy,badge_physical_finisher,badge_post_fade_phenom,badge_post_powerhouse,badge_post_up_poet,badge_posterizer,badge_rise_up,badge_ankle_assassin,badge_bail_out,badge_break_starter,badge_dimer,badge_handles_for_days,badge_lightning_launch,badge_strong_handle,badge_unpluckable,badge_versatile_visionary,badge_challenger,badge_glove,badge_high_flying_denier,badge_immovable_enforcer,badge_interceptor,badge_off_ball_pest,badge_on_ball_menace,badge_paint_patroller,badge_pick_dodger,badge_post_lockdown,badge_boxout_beast,badge_rebound_chaser,badge_brick_wall,badge_slippery_off_ball,badge_pogo_stick,rating_bucket,salary_million,position_group,bmi
Kevin Porter Jr.,United States,None,Milwaukee Bucks,3,PG,SG,Balanced Point,"6'4""",193,203.0,91.0,"6'9""",206.0,,6.0,"May 4, 2000","Seattle, Washington",Southern California,79,78.0,88.0,85.0,78.0,74.0,50.0,95.0,76.0,85.0,75.0,52.0,75.0,88.0,80.0,80.0,64.0,85.0,40.0,80.0,25.0,62.0,44.0,84.0,95.0,80.0,82.0,82.0,83.0,82.0,72.0,57.0,44.0,69.0,73.0,47.0,64.0,60.0,40.0,55.0,40.0,69.0,75.0,79.0,2581.0,,,,bronze,bronze,,,,bronze,,bronze,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,Good,,Guard,24.43018604526296
Kevon Harris,United States,None,Houston Rockets,8,SF,SG,Catch & Shoot Threat,"6'5""",196,216.0,97.0,"6'9""",206.0,,5.0,"June 24, 1997","Ellenwood, Georgia",Stephen F. Austin,68,67.0,75.0,72.0,81.0,76.0,40.0,60.0,75.0,71.0,71.0,58.0,78.0,85.0,84.0,80.0,57.0,75.0,40.0,75.0,33.0,56.0,45.0,49.0,79.0,59.0,64.0,69.0,69.0,65.0,29.0,54.0,60.0,62.0,53.0,51.0,45.0,60.0,45.0,55.0,59.0,51.0,25.0,70.0,2260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average,,Wing,25.249895876718035
Kevon Looney,United States,None,New Orleans Pelicans,5,C,None,Board-Hunting Paint Protector,"6'9""",206,222.0,100.0,"7'4""",224.0,,10.0,"February 6, 1996","Milwaukee, Wisconsin",UCLA,77,59.0,75.0,44.0,69.0,55.0,50.0,60.0,76.0,58.0,69.0,74.0,63.0,85.0,96.0,84.0,64.0,78.0,75.0,70.0,55.0,52.0,62.0,52.0,66.0,57.0,55.0,61.0,48.0,66.0,55.0,64.0,72.0,46.0,59.0,70.0,74.0,64.0,65.0,91.0,94.0,88.0,60.0,77.0,2446.0,,,,,,bronze,,,,bronze,bronze,,,,,bronze,,,,,,,,,,,,,,,,,,,,gold,gold,silver,,gold,Good,,Big,23.56489772834386
Keyonte George,United States,None,Utah Jazz,3,PG,SG,Playmaking Inside-Out Threat,"6'4""",193,185.0,83.0,"6'5""",196.0,,2.0,"November 8, 2003","Lewisville, Texas",Baylor,81,82.0,87.0,69.0,78.0,80.0,90.0,90.0,76.0,79.0,78.0,55.0,72.0,84.0,85.0,80.0,62.0,83.0,40.0,65.0,47.0,49.0,48.0,75.0,90.0,82.0,85.0,87.0,78.0,85.0,73.0,48.0,34.0,65.0,38.0,35.0,57.0,58.0,50.0,43.0,32.0,53.0,90.0,84.0,2528.0,,,bronze,bronze,bronze,,silver,,silver,,,,,,,,,silver,silver,bronze,,bronze,,silver,gold,,,,,,,,,,,,,,,,Great,,Guard,22.28247738194314
Khaman Maluach,South Sudan,None,Phoenix Suns,10,C,None,,"7'2""",218,250.0,113.0,,,,0.0,"September 14, 2006","Rumbek, South Sudan",Duke,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Big,23.777459809780318
Khris Middleton,United States,None,Washington Wizards,32,SF,PF,2-Way 3-Level Shot Creator,"6'7""",201,222.0,100.0,"6'11""",211.0,,13.0,"August 12, 1991","Charleston, South Carolina",Texas A&M,81,78.0,95.0,96.0,81.0,86.0,60.0,50.0,79.0,71.0,80.0,73.0,66.0,92.0,80.0,90.0,69.0,82.0,40.0,65.0,67.0,80.0,83.0,47.0,85.0,76.0,78.0,77.0,71.0,78.0,74.0,68.0,72.0,80.0,49.0,50.0,78.0,75.0,75.0,48.0,30.0,65.0,30.0,87.0,2638.0,silver,,,gold,silver,,,,,,,,,,,,,bronze,,,,,,,bronze,bronze,,,,,silver,bronze,,bronze,,,,,gold,,Great,,Wing,24.751862577658976
KJ Simpson,United States,None,Charlotte Hornets,25,PG,None,Steady Playmaker,"6'2""",188,187.0,84.0,"6'6""",198.0,,1.0,"August 8, 2002","Los Angeles, California",Colorado,74,71.0,70.0,53.0,68.0,81.0,80.0,75.0,77.0,76.0,83.0,52.0,82.0,85.0,80.0,80.0,49.0,78.0,25.0,50.0,28.0,40.0,37.0,50.0,80.0,78.0,78.0,87.0,76.0,78.0,70.0,52.0,42.0,64.0,56.0,45.0,59.0,59.0,40.0,48.0,50.0,46.0,90.0,79.0,2372.0,,,,,,,bronze,,,,,,,,,,,,bronze,,,,,bronze,bronze,,,,,,,,,,,,,,,,Good,,Guard,23.766410140334994
Klay Thompson,United States,None,Dallas Mavericks,31,SG,SF,3 & D Two Guard,"6'6""",198,220.0,99.0,"6'9""",206.0,,14.0,"February 8, 1990","Los Angeles, California",Washington State,80,78.0,77.0,78.0,89.0,91.0,60.0,75.0,78.0,71.0,80.0,62.0,67.0,91.0,80.0,94.0,56.0,70.0,35.0,65.0,35.0,65.0,64.0,30.0,85.0,59.0,57.0,67.0,71.0,57.0,42.0,67.0,60.0,80.0,40.0,52.0,80.0,80.0,75.0,45.0,37.0,52.0,75.0,90.0,2479.0,gold,silver,,gold,gold,,,,,,,,,,,,,,,,,,,,,bronze,,,bronze,,gold,bronze,,bronze,,,,,gold,,Great,,Guard,25.252525252525253
Kobe Brown,United States,None,Los Angeles Clippers,21,PF,SF,Rebounder,"6'7""",201,250.0,113.0,"7'1""",216.0,,2.0,"January 1, 2000","Huntsville, Alabama",Missouri,71,68.0,80.0,72.0,67.0,79.0,50.0,60.0,74.0,60.0,62.0,74.0,66.0,88.0,85.0,80.0,65.0,72.0,60.0,65.0,64.0,64.0,64.0,50.0,80.0,56.0,62.0,60.0,57.0,64.0,35.0,55.0,62.0,62.0,43.0,53.0,60.0,57.0,45.0,76.0,70.0,82.0,60.0,80.0,2394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Wing,27.96960471275464
Kobe Bufkin,United States,None,Atlanta Hawks,4,PG,SG,Inside the Arc Shot Creator,"6'5""",196,195.0,88.0,"6'8""",203.0,,2.0,"September 21, 2003","Grand Rapids, Michigan",Michigan,73,69.0,80.0,79.0,70.0,72.0,60.0,55.0,78.0,86.0,86.0,40.0,80.0,95.0,80.0,80.0,56.0,80.0,30.0,75.0,42.0,44.0,43.0,40.0,90.0,77.0,72.0,87.0,86.0,73.0,67.0,50.0,48.0,64.0,38.0,56.0,54.0,52.0,40.0,54.0,46.0,61.0,85.0,82.0,2418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Guard,22.907122032486466
Kon Knueppel,United States,None,Charlotte Hornets,7,SG,SF,,"6'7""",201,215.0,97.0,,,,0.0,"August 3, 2005","Milwaukee, Wisconsin",Duke,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Guard,24.009306700329205
Kris Dunn,United States,None,Los Angeles Clippers,8,SG,SF,2-Way Perimeter Shot Creator,"6'3""",191,205.0,92.0,"6'10""",208.0,,9.0,"March 18, 1994","New London, Connecticut",Providence,78,75.0,94.0,84.0,75.0,65.0,70.0,60.0,82.0,83.0,90.0,56.0,83.0,85.0,90.0,84.0,54.0,70.0,40.0,55.0,39.0,60.0,42.0,44.0,80.0,78.0,75.0,86.0,82.0,84.0,62.0,77.0,40.0,89.0,97.0,55.0,88.0,88.0,85.0,50.0,42.0,57.0,50.0,79.0,2608.0,,,,,,,,,,,,,,,,,,,,,,,bronze,bronze,bronze,gold,gold,,bronze,silver,,silver,,silver,,,,,,,Good,,Guard,25.218606946081522
Kris Murray,United States,None,Portland Trail Blazers,24,SF,PF,Perimeter Defender,"6'8""",203,220.0,99.0,"7'0""",213.0,,2.0,"August 19, 2000","Cedar Rapids, Iowa",Iowa,73,66.0,77.0,70.0,62.0,41.0,75.0,70.0,75.0,68.0,73.0,60.0,75.0,90.0,80.0,80.0,61.0,70.0,60.0,75.0,50.0,52.0,52.0,50.0,80.0,57.0,60.0,69.0,62.0,60.0,36.0,58.0,60.0,66.0,46.0,52.0,65.0,66.0,50.0,57.0,62.0,52.0,90.0,80.0,2386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Wing,24.023878279016728
Kristaps Porzingis,Latvia,None,Atlanta Hawks,8,C,PF,2-Way Inside-Out Scorer,"7'2""",218,240.0,108.0,"7'6""",229.0,,10.0,"August 2, 1995","Liepaja, Latvia",Latvia,85,86.0,95.0,66.0,86.0,81.0,90.0,95.0,77.0,66.0,65.0,74.0,78.0,94.0,85.0,77.0,84.0,79.0,90.0,75.0,84.0,88.0,86.0,75.0,98.0,51.0,50.0,68.0,56.0,40.0,42.0,67.0,78.0,56.0,41.0,85.0,82.0,60.0,65.0,66.0,56.0,75.0,95.0,88.0,2764.0,silver,bronze,,gold,,,,silver,,silver,bronze,silver,bronze,silver,,bronze,,,silver,,,,,,,,,silver,,,,,bronze,,,bronze,,silver,,,Great,,Big,22.72535981819712
Kyle Anderson,United States,China,Utah Jazz,20,PF,SF,2-Way Skilled Stretch,"6'9""",206,230.0,104.0,"7'3""",221.0,,11.0,"September 20, 1993","New York City, New Jersey",UCLA,77,68.0,91.0,48.0,79.0,71.0,60.0,60.0,72.0,66.0,80.0,62.0,66.0,85.0,64.0,83.0,54.0,79.0,55.0,45.0,45.0,48.0,41.0,49.0,70.0,75.0,78.0,81.0,65.0,79.0,70.0,71.0,60.0,79.0,63.0,66.0,78.0,75.0,75.0,61.0,55.0,67.0,80.0,79.0,2497.0,,,,,bronze,,silver,,bronze,,silver,,,,,,,silver,silver,bronze,,,gold,silver,silver,,,,,,bronze,,,,,,,,bronze,bronze,Good,,Wing,24.507493637477616
Kyle Filipowski,United States,None,Utah Jazz,22,C,PF,Inside-Out Scoring Threat,"7'0""",213,248.0,112.0,"7'4""",224.0,,1.0,"November 7, 2003","Middletown, New York",Duke,80,82.0,98.0,70.0,80.0,64.0,90.0,90.0,74.0,77.0,57.0,62.0,66.0,85.0,90.0,80.0,70.0,64.0,70.0,70.0,74.0,72.0,74.0,50.0,85.0,60.0,60.0,69.0,57.0,60.0,53.0,54.0,60.0,55.0,43.0,51.0,65.0,57.0,45.0,73.0,63.0,82.0,90.0,81.0,2559.0,,,,bronze,,,,,,silver,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,Great,,Big,24.68645991756486
Kyle Kuzma,United States,None,Milwaukee Bucks,18,PF,C,Perimeter Defender,"6'9""",206,221.0,99.0,"7'0""",213.0,,8.0,"July 24, 1995","Flint, Michigan",Utah,80,72.0,82.0,60.0,74.0,63.0,80.0,70.0,80.0,74.0,74.0,74.0,75.0,85.0,95.0,83.0,71.0,75.0,75.0,75.0,66.0,65.0,66.0,50.0,95.0,67.0,66.0,77.0,67.0,78.0,46.0,63.0,66.0,75.0,36.0,47.0,74.0,72.0,70.0,54.0,39.0,69.0,95.0,84.0,2617.0,bronze,,,silver,,,silver,,silver,bronze,silver,,,,bronze,,,bronze,silver,,,,bronze,,,,,,,,bronze,,,,,,bronze,,silver,gold,Great,,Wing,23.329248751060423
Kyle Lowry,United States,None,Philadelphia 76ers,7,PG,SG,Defensive Menace,"6'0""",183,196.0,88.0,"6'2""",188.0,,19.0,"March 25, 1986","Philadelphia, Pennsylvania",Villanova,75,73.0,90.0,85.0,75.0,82.0,60.0,45.0,83.0,84.0,84.0,67.0,72.0,96.0,97.0,79.0,48.0,70.0,25.0,25.0,38.0,44.0,40.0,45.0,95.0,77.0,75.0,79.0,84.0,80.0,67.0,73.0,60.0,80.0,76.0,56.0,80.0,80.0,80.0,41.0,34.0,48.0,50.0,85.0,2512.0,silver,,bronze,,bronze,,,,,,,,,,,,,,,,,,bronze,,bronze,,,,,,,bronze,,bronze,,,,,,bronze,Good,,Guard,26.27728507868255
Kyrie Irving,United States,Australia,Dallas Mavericks,11,SG,PG,Offensive Architect,"6'2""",188,195.0,88.0,"6'4""",193.0,,14.0,"March 23, 1992","Melbourne, Australia",Duke,90,91.0,91.0,98.0,86.0,92.0,80.0,98.0,79.0,85.0,85.0,37.0,81.0,97.0,87.0,80.0,63.0,97.0,25.0,30.0,35.0,70.0,64.0,85.0,96.0,85.0,84.0,99.0,85.0,85.0,70.0,61.0,32.0,73.0,53.0,51.0,75.0,86.0,60.0,47.0,43.0,51.0,80.0,92.0,2718.0,gold,gold,gold,gold,gold,,gold,,gold,,gold,,,,,,hof,gold,gold,bronze,hof,gold,gold,gold,silver,,,,,,,,,,,,,,bronze,,Elite,,Guard,24.898143956541425
KyShawn George,Switzerland,None,Washington Wizards,18,SF,PF,Slashing Stretch Four,"6'8""",203,196.0,88.0,"7'0""",213.0,,1.0,"December 12, 2003","Monthey, Switzerland",Miami,79,78.0,74.0,59.0,80.0,77.0,95.0,80.0,75.0,64.0,74.0,60.0,72.0,90.0,85.0,80.0,61.0,83.0,40.0,60.0,59.0,58.0,59.0,30.0,95.0,63.0,66.0,74.0,60.0,66.0,47.0,66.0,70.0,70.0,49.0,69.0,71.0,70.0,60.0,49.0,40.0,57.0,98.0,84.0,2525.0,,,,silver,,,,,bronze,,silver,,,,,,,,,,,,,,,,bronze,,,bronze,gold,,,,,,,,,,Good,,Wing,21.35455847023709
LaMelo Ball,United States,None,Charlotte Hornets,1,PG,SG,3-Level Scoring Playmaker,"6'7""",201,180.0,81.0,"6'10""",208.0,,5.0,"August 22, 2001","Anaheim, California",Illawarra Hawks (Australia),87,84.0,86.0,78.0,80.0,84.0,85.0,90.0,80.0,84.0,84.0,50.0,79.0,93.0,89.0,82.0,69.0,88.0,45.0,75.0,52.0,58.0,52.0,82.0,98.0,90.0,93.0,88.0,84.0,93.0,90.0,65.0,45.0,70.0,53.0,45.0,79.0,89.0,75.0,50.0,41.0,59.0,80.0,92.0,2790.0,silver,bronze,,bronze,bronze,,gold,,bronze,,bronze,,,,,,silver,bronze,silver,gold,,silver,silver,silver,gold,,,,,,,,,,,,,,,,Great,,Guard,20.049008687903772
Larry Nance Jr.,United States,None,Cleveland Cavaliers,22,C,PF,3-Level Scoring Threat,"6'8""",203,245.0,110.0,"7'2""",218.0,,10.0,"January 1, 1993","Akron, Ohio",Wyoming,77,74.0,93.0,74.0,76.0,70.0,70.0,60.0,77.0,65.0,61.0,69.0,86.0,88.0,85.0,83.0,70.0,72.0,85.0,85.0,58.0,54.0,69.0,60.0,78.0,59.0,69.0,64.0,49.0,70.0,44.0,74.0,74.0,61.0,76.0,74.0,78.0,89.0,65.0,62.0,53.0,70.0,70.0,78.0,2625.0,,,,,,silver,,,,,,,,,silver,silver,,,,,,,,,,,,,,,,,,,,,,,,silver,Good,,Big,26.69319808779636
Lauri Markkanen,Finland,None,Utah Jazz,23,SF,PF,Inside-Out Scoring Threat,"7'0""",213,240.0,108.0,"6'11""",211.0,,8.0,"May 22, 1997","Vantaa, Finland",Arizona,84,83.0,97.0,63.0,80.0,88.0,85.0,85.0,72.0,63.0,65.0,61.0,62.0,85.0,85.0,80.0,82.0,75.0,75.0,75.0,83.0,83.0,86.0,80.0,95.0,54.0,55.0,65.0,42.0,75.0,34.0,60.0,66.0,65.0,40.0,51.0,66.0,64.0,65.0,58.0,53.0,63.0,80.0,86.0,2621.0,silver,bronze,,gold,silver,,,bronze,,bronze,silver,bronze,bronze,silver,bronze,,,,,,,,silver,,,,,,,,,,,,,,,bronze,silver,silver,Great,,Wing,23.804800634794688
LeBron James,United States,None,Los Angeles Lakers,23,PF,PG,2-Way Inside-Out Point Forward,"6'9""",206,250.0,113.0,"7'0""",213.0,,22.0,"December 30, 1984","Akron, Ohio",St. Vincent–St. Mary High School,94,88.0,95.0,80.0,82.0,77.0,98.0,98.0,92.0,87.0,87.0,89.0,89.0,99.0,93.0,97.0,89.0,98.0,80.0,89.0,82.0,90.0,84.0,92.0,98.0,90.0,90.0,87.0,85.0,97.0,90.0,68.0,79.0,79.0,42.0,70.0,74.0,75.0,60.0,60.0,41.0,79.0,70.0,99.0,3101.0,gold,bronze,,gold,gold,gold,gold,bronze,gold,gold,gold,silver,gold,silver,gold,silver,bronze,gold,gold,gold,,bronze,gold,bronze,gold,,,hof,,bronze,,,,,,,,,,silver,Elite,,Wing,26.628334433028563
Leonard Miller,Canada,None,Minnesota Timberwolves,33,PF,SF,Interior Threat,"6'10""",208,210.0,95.0,"7'2""",218.0,,2.0,"November 26, 2003","Ontario, Canada",NBA G League Ignite,70,68.0,74.0,70.0,72.0,83.0,60.0,50.0,75.0,73.0,73.0,55.0,82.0,90.0,75.0,80.0,64.0,75.0,65.0,85.0,59.0,54.0,55.0,37.0,80.0,57.0,51.0,70.0,70.0,52.0,43.0,55.0,57.0,63.0,52.0,57.0,60.0,59.0,40.0,62.0,52.0,71.0,50.0,78.0,2372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Wing,21.958210059171595
Lindy Waters III,United States,None,San Antonio Spurs,43,SG,SF,3 & D Threat,"6'6""",198,210.0,95.0,"6'10""",208.0,,5.0,"July 7, 1997","Norman, Oklahoma",Oklahoma State,74,85.0,90.0,85.0,77.0,80.0,95.0,85.0,66.0,60.0,69.0,33.0,67.0,83.0,70.0,80.0,51.0,70.0,25.0,65.0,28.0,54.0,34.0,65.0,70.0,58.0,69.0,69.0,50.0,67.0,37.0,55.0,53.0,67.0,46.0,55.0,62.0,62.0,40.0,49.0,37.0,60.0,50.0,79.0,2288.0,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,Good,,Guard,24.232221201918172
Lonzo Ball,United States,None,Cleveland Cavaliers,2,PG,None,2-Way 3PT Shot Creator,"6'6""",198,190.0,86.0,"6'9""",206.0,,8.0,"October 27, 1997","Anaheim, California",UCLA,78,66.0,55.0,68.0,78.0,82.0,50.0,60.0,78.0,85.0,86.0,52.0,80.0,93.0,70.0,80.0,54.0,70.0,30.0,75.0,35.0,44.0,40.0,50.0,84.0,81.0,83.0,86.0,85.0,83.0,68.0,77.0,60.0,84.0,86.0,58.0,84.0,85.0,85.0,49.0,41.0,56.0,70.0,83.0,2564.0,,,,,,,,,,,,,,,,,bronze,bronze,gold,silver,,bronze,,,gold,bronze,silver,,,silver,bronze,bronze,,bronze,,,,,,,Good,,Guard,21.93653708805224
Luguentz Dort,Canada,None,Oklahoma City Thunder,5,SF,PF,2-Way 3-Level Shot Creator,"6'4""",193,220.0,99.0,"6'9""",206.0,,6.0,"April 19, 1999","Montreal, Canada",Arizona State,81,77.0,78.0,92.0,84.0,75.0,60.0,70.0,85.0,79.0,92.0,70.0,87.0,92.0,94.0,80.0,61.0,87.0,50.0,85.0,40.0,38.0,44.0,60.0,85.0,63.0,67.0,72.0,76.0,68.0,33.0,82.0,75.0,94.0,80.0,58.0,90.0,88.0,90.0,50.0,48.0,51.0,50.0,82.0,2664.0,,,,bronze,bronze,,,,,,,,,,bronze,,,,,,,,,,,gold,gold,,gold,gold,gold,gold,,gold,,,,,,gold,Great,,Wing,26.577894708582782
Luka Doncic,Slovenia,None,Los Angeles Lakers,77,PG,SG,Playmaking Inside-Out Scorer,"6'7""",201,230.0,104.0,"6'11""",211.0,,7.0,"February 28, 1999","Ljubljana, Slovenia",Slovenia,95,89.0,97.0,80.0,86.0,77.0,95.0,98.0,86.0,84.0,84.0,72.0,79.0,98.0,98.0,85.0,86.0,98.0,65.0,75.0,85.0,85.0,86.0,98.0,98.0,94.0,98.0,95.0,83.0,98.0,95.0,70.0,66.0,74.0,76.0,51.0,74.0,76.0,75.0,70.0,58.0,82.0,75.0,99.0,3098.0,hof,gold,,gold,hof,,gold,bronze,gold,bronze,gold,bronze,bronze,bronze,,,gold,gold,gold,gold,gold,gold,gold,gold,gold,,,,,,,,,,,silver,bronze,,gold,,Elite,,Guard,25.741937080765336
Luka Garza,United States,Bosnia & Herzegovina,Boston Celtics,55,C,None,Rebounder,"6'10""",208,243.0,109.0,"7'2""",218.0,,4.0,"December 27, 1998","Washington, District of Columbia",Iowa,72,74.0,93.0,70.0,71.0,68.0,55.0,85.0,63.0,40.0,40.0,69.0,48.0,80.0,85.0,80.0,67.0,69.0,60.0,45.0,73.0,73.0,73.0,59.0,85.0,45.0,55.0,35.0,34.0,55.0,44.0,42.0,54.0,30.0,32.0,42.0,52.0,56.0,30.0,74.0,94.0,53.0,50.0,73.0,2210.0,,,,,,,,,,bronze,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,Good,,Big,25.194156804733726
Luke Kennard,United States,None,Atlanta Hawks,10,SG,PG,Sharpshooter,"6'5""",196,206.0,93.0,"6'5""",196.0,,8.0,"June 24, 1996","Middletown, Ohio",Duke,77,83.0,95.0,89.0,87.0,89.0,70.0,70.0,71.0,69.0,68.0,40.0,60.0,92.0,85.0,80.0,52.0,70.0,30.0,60.0,28.0,50.0,35.0,49.0,95.0,75.0,80.0,78.0,66.0,82.0,67.0,44.0,35.0,51.0,46.0,32.0,50.0,50.0,45.0,44.0,38.0,50.0,60.0,79.0,2320.0,silver,silver,,gold,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,Good,,Guard,24.20866305705956
Luke Kornet,United States,None,San Antonio Spurs,40,C,None,Board-Hunting Paint Protector,"7'2""",218,250.0,113.0,"7'6""",229.0,,8.0,"July 15, 1995","Lexington, Texas",Vanderbilt,78,75.0,80.0,56.0,70.0,71.0,90.0,80.0,64.0,38.0,37.0,66.0,62.0,85.0,85.0,77.0,69.0,60.0,75.0,60.0,72.0,72.0,72.0,58.0,85.0,46.0,50.0,43.0,33.0,60.0,45.0,61.0,74.0,32.0,41.0,83.0,76.0,54.0,70.0,79.0,91.0,66.0,70.0,78.0,2417.0,,,,bronze,,,,,,bronze,,,bronze,bronze,,bronze,,,,,,,,,,,,silver,,,,,,,bronze,silver,bronze,silver,,bronze,Good,,Big,23.777459809780318
Luke Travers,Australia,None,Cleveland Cavaliers,33,SF,PF,Promising Prospect,"6'7""",201,207.0,93.0,"6'11""",211.0,,3.0,"September 3, 2001","Perth, Australia",Australia,69,66.0,70.0,72.0,74.0,68.0,60.0,50.0,72.0,68.0,66.0,48.0,75.0,80.0,84.0,80.0,51.0,70.0,30.0,65.0,35.0,34.0,30.0,54.0,90.0,59.0,64.0,71.0,65.0,63.0,31.0,50.0,52.0,62.0,36.0,56.0,52.0,45.0,50.0,35.0,37.0,33.0,60.0,76.0,2156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average,,Wing,23.01923219722285
Malaki Branham,United States,None,Washington Wizards,22,SG,PG,Catch & Shoot Ace,"6'4""",193,180.0,81.0,"6'8""",203.0,,3.0,"May 12, 2003","Columbus, Ohio",Ohio State,74,78.0,74.0,74.0,83.0,82.0,70.0,85.0,76.0,82.0,82.0,55.0,75.0,86.0,70.0,80.0,64.0,80.0,60.0,75.0,47.0,44.0,49.0,62.0,95.0,64.0,59.0,69.0,74.0,59.0,60.0,49.0,45.0,63.0,42.0,42.0,54.0,52.0,45.0,43.0,33.0,52.0,50.0,82.0,2391.0,bronze,,,bronze,silver,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Guard,21.745550216113184
Malik Monk,United States,None,Sacramento Kings,0,SG,None,Shot-Creating 3-Level Threat,"6'3""",191,200.0,90.0,"6'5""",196.0,,8.0,"February 4, 1998","Jonesboro, Arkansas",Kentucky,81,85.0,97.0,90.0,80.0,87.0,75.0,80.0,77.0,80.0,81.0,48.0,88.0,88.0,72.0,80.0,62.0,82.0,40.0,80.0,25.0,62.0,45.0,64.0,95.0,76.0,75.0,79.0,76.0,78.0,72.0,56.0,45.0,68.0,43.0,57.0,69.0,68.0,45.0,44.0,33.0,54.0,80.0,83.0,2564.0,silver,bronze,silver,gold,silver,,gold,,silver,,,,,,,,bronze,silver,,,bronze,,bronze,,,,,,,,,,,,,,,,silver,,Great,,Guard,24.67037636029714
Marcus Sasser,United States,None,Detroit Pistons,25,PG,SG,3PT Shot Creator,"6'2""",188,195.0,88.0,"6'7""",201.0,,2.0,"September 21, 2000","Dallas, Texas",Houston,76,80.0,97.0,72.0,82.0,84.0,75.0,70.0,75.0,75.0,83.0,47.0,69.0,85.0,85.0,80.0,48.0,78.0,25.0,50.0,32.0,37.0,37.0,47.0,75.0,75.0,74.0,80.0,75.0,74.0,71.0,58.0,35.0,70.0,66.0,37.0,67.0,67.0,65.0,40.0,37.0,42.0,75.0,83.0,2403.0,,,silver,bronze,,,silver,,silver,,,,,,,,,bronze,bronze,,,,,,bronze,,,,,,,,,,,,,,,,Good,,Guard,24.898143956541425
Marcus Smart,United States,None,Los Angeles Lakers,36,PG,SG,2-Way Perimeter Threat,"6'3""",191,220.0,99.0,"6'9""",206.0,,11.0,"March 6, 1994","Flower Mound, Texas",Oklahoma State,79,68.0,80.0,87.0,78.0,80.0,50.0,30.0,84.0,75.0,93.0,73.0,83.0,89.0,90.0,83.0,50.0,70.0,25.0,50.0,25.0,58.0,78.0,27.0,70.0,74.0,75.0,74.0,74.0,75.0,70.0,81.0,74.0,89.0,83.0,51.0,90.0,91.0,90.0,42.0,38.0,45.0,50.0,82.0,2545.0,,,bronze,,,,,,,,,,,,,,,bronze,,,,,,,bronze,gold,silver,,gold,bronze,gold,gold,,gold,,,,,,hof,Good,,Guard,27.137413996326856
Mark Williams,United States,None,Phoenix Suns,5,C,None,Defensive Anchor,"7'0""",213,240.0,108.0,"7'7""",231.0,,3.0,"December 16, 2001","Norfolk, Virginia",Duke,81,71.0,87.0,60.0,36.0,79.0,85.0,80.0,75.0,65.0,64.0,86.0,75.0,75.0,88.0,72.0,72.0,77.0,85.0,75.0,60.0,60.0,60.0,70.0,85.0,45.0,44.0,35.0,32.0,52.0,64.0,65.0,79.0,44.0,41.0,82.0,78.0,60.0,70.0,85.0,78.0,91.0,85.0,83.0,2542.0,,,,,,bronze,,,,silver,silver,,silver,,bronze,gold,,,,,,,,,,,,bronze,,,,,bronze,,bronze,gold,bronze,gold,,,Great,,Big,23.804800634794688
