Unnamed: 0,name,nationality_1,nationality_2,team,jersey,position_1,position_2,archetype,height_feet,height_cm,weight_lbs,weight_kg,wingspan_feet,wingspan_cm,season_salary,years_in_the_nba,birthdate,hometown,prior_to_nba,overall,group_outside_scoring,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,group_athleticism,speed,agility,strength,vertical,stamina,hustle,overall_durability,group_inside_scoring,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,group_playmaking,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,group_defense,interior_defense,perimeter_defense,steal,block,help_defense_iq,pass_perception,defensive_consistency,group_rebounding,offensive_rebound,defensive_rebound,intangibles,potential,total_attributes,badge_deadeye,badge_limitless_range,badge_mini_marksman,badge_set_shot_specialist,badge_shifty_shooter,badge_aerial_wizard,badge_float_game,badge_hook_specialist,badge_layup_mixmaster,badge_paint_prodigy,badge_physical_finisher,badge_post_fade_phenom,badge_post_powerhouse,badge_post_up_poet,badge_posterizer,badge_rise_up,badge_ankle_assassin,badge_bail_out,badge_break_starter,badge_dimer,badge_handles_for_days,badge_lightning_launch,badge_strong_handle,badge_unpluckable,badge_versatile_visionary,badge_challenger,badge_glove,badge_high_flying_denier,badge_immovable_enforcer,badge_interceptor,badge_off_ball_pest,badge_on_ball_menace,badge_paint_patroller,badge_pick_dodger,badge_post_lockdown,badge_boxout_beast,badge_rebound_chaser,badge_brick_wall,badge_slippery_off_ball,badge_pogo_stick
248,Justin Champagnie,United States,Unknown,Washington Wizards,9,SF,SG,Stretch Four,"6'6""",198,206.0,93.0,"6'10""",208.0,0.0,4.0,"June 29, 2001","Staten Island, New York",Pittsburgh,78,79.0,78.0,67.0,82.0,74.0,90.0,85.0,74.0,73.0,73.0,40.0,78.0,80.0,92.0,80.0,61.0,79.0,65.0,75.0,48.0,44.0,40.0,55.0,85.0,58.0,62.0,69.0,66.0,62.0,33.0,66.0,49.0,75.0,73.0,66.0,60.0,75.0,65.0,69.0,66.0,71.0,95.0,79.0,2549.0,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,Unknown,silver,bronze
249,Justin Edwards,United States,Unknown,Philadelphia 76ers,19,SF,SG,3-Level Scoring Threat,"6'8""",203,203.0,91.0,"6'11""",211.0,0.0,1.0,"December 16, 2003","Philadelphia, Pennsylvania",Kentucky,77,79.0,84.0,90.0,80.0,70.0,75.0,75.0,78.0,82.0,82.0,59.0,81.0,85.0,80.0,80.0,56.0,79.0,40.0,80.0,40.0,40.0,40.0,50.0,75.0,63.0,65.0,70.0,79.0,65.0,37.0,56.0,50.0,68.0,56.0,53.0,58.0,54.0,50.0,49.0,47.0,51.0,75.0,79.0,2424.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver
250,Jusuf Nurkic,Bosnia & Herzegovina,Unknown,Utah Jazz,11,C,Unknown,2-Way Inside-The-Arc Threat,"7'0""",213,290.0,131.0,"7'2""",218.0,0.0,11.0,"August 23, 1994","Tuzla, Bosnia and Herzegovina",Bosnia and Herzegovina,78,72.0,90.0,88.0,73.0,69.0,60.0,50.0,68.0,51.0,49.0,90.0,50.0,86.0,75.0,72.0,74.0,68.0,75.0,65.0,77.0,72.0,77.0,70.0,85.0,54.0,60.0,40.0,25.0,82.0,61.0,65.0,78.0,45.0,53.0,72.0,79.0,60.0,70.0,81.0,67.0,94.0,50.0,82.0,2510.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,Unknown,silver,Unknown,bronze,gold,bronze,Unknown,Unknown,Unknown,Unknown,bronze,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,Unknown,silver,Unknown,Unknown
251,Karl-Anthony Towns,Dominican Republic,United States,New York Knicks,32,PF,C,Inside-Out Board Hunter,"7'0""",213,248.0,112.0,"7'4""",224.0,0.0,10.0,"November 15, 1995","Edison, New Jersey",Kentucky,92,88.0,91.0,69.0,86.0,83.0,98.0,98.0,83.0,76.0,76.0,87.0,70.0,98.0,90.0,82.0,88.0,82.0,85.0,75.0,92.0,92.0,89.0,90.0,98.0,64.0,60.0,65.0,66.0,79.0,52.0,60.0,71.0,50.0,42.0,58.0,79.0,55.0,65.0,81.0,69.0,93.0,98.0,93.0,2902.0,silver,gold,Unknown,gold,Unknown,bronze,Unknown,silver,bronze,gold,silver,gold,silver,gold,Unknown,silver,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,silver,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,Unknown,silver,Unknown,bronze
252,Karlo Matkovic,Bosnia & Herzegovina,Unknown,New Orleans Pelicans,17,PF,C,Rim Protector,"6'10""",208,231.0,104.0,"7'2""",218.0,0.0,3.0,"March 30, 2001",Unknown,Bosnia and Herzegovina,78,78.0,95.0,69.0,71.0,80.0,80.0,75.0,72.0,56.0,51.0,77.0,67.0,80.0,90.0,80.0,71.0,77.0,75.0,75.0,69.0,68.0,68.0,57.0,75.0,47.0,50.0,55.0,47.0,52.0,32.0,58.0,66.0,41.0,41.0,85.0,66.0,54.0,50.0,72.0,67.0,76.0,85.0,79.0,2481.0,Unknown,Unknown,Unknown,bronze,Unknown,bronze,Unknown,Unknown,Unknown,bronze,bronze,Unknown,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,bronze,bronze,Unknown,Unknown
253,Kawhi Leonard,United States,Unknown,Los Angeles Clippers,2,PF,SF,2-Way Scoring Phenom,"6'7""",201,225.0,101.0,"7'3""",221.0,0.0,14.0,"June 29, 1991","Los Angeles, California",San Diego State,92,88.0,96.0,88.0,86.0,75.0,90.0,95.0,83.0,84.0,90.0,79.0,79.0,85.0,85.0,82.0,80.0,90.0,55.0,80.0,65.0,88.0,84.0,80.0,98.0,79.0,79.0,86.0,83.0,82.0,63.0,81.0,81.0,89.0,73.0,56.0,91.0,90.0,90.0,55.0,42.0,68.0,75.0,96.0,2998.0,gold,Unknown,Unknown,silver,gold,Unknown,silver,Unknown,silver,Unknown,silver,bronze,Unknown,bronze,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,bronze,silver,silver,bronze,bronze,silver,gold,silver,Unknown,silver,bronze,Unknown,Unknown,Unknown,Unknown,silver
254,Keaton Wallace,United States,Unknown,Atlanta Hawks,20,SG,PG,3PT Shot Creator,"6'3""",191,195.0,88.0,"6'7""",201.0,0.0,4.0,"February 26, 1999","Richardson, Texas",Texas-San Antonio,72,76.0,87.0,68.0,82.0,83.0,70.0,65.0,75.0,80.0,79.0,49.0,72.0,88.0,70.0,84.0,46.0,77.0,25.0,50.0,32.0,30.0,29.0,40.0,85.0,71.0,70.0,72.0,76.0,74.0,62.0,66.0,44.0,70.0,73.0,70.0,70.0,68.0,70.0,39.0,30.0,47.0,70.0,75.0,2386.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
255,Keegan Murray,United States,Unknown,Sacramento Kings,13,PF,SF,Inside-Out Scoring Threat,"6'8""",203,225.0,101.0,"6'11""",211.0,0.0,3.0,"August 19, 2000","Cedar Rapids, Iowa",Iowa,81,75.0,91.0,72.0,83.0,83.0,60.0,60.0,78.0,76.0,79.0,60.0,79.0,85.0,86.0,80.0,69.0,77.0,60.0,80.0,69.0,69.0,69.0,45.0,80.0,61.0,65.0,70.0,73.0,66.0,31.0,66.0,68.0,78.0,38.0,66.0,64.0,75.0,75.0,60.0,56.0,64.0,90.0,85.0,2607.0,silver,bronze,Unknown,silver,bronze,Unknown,bronze,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,silver,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,gold,Unknown
256,Keldon Johnson,United States,Unknown,San Antonio Spurs,0,SF,PF,Shot-Creating 3-Level Threat,"6'5""",196,220.0,99.0,"6'9""",206.0,0.0,6.0,"October 11, 1999","Chesterfield, Virginia",Kentucky,80,79.0,86.0,83.0,78.0,77.0,70.0,80.0,80.0,76.0,78.0,70.0,71.0,90.0,95.0,80.0,74.0,87.0,65.0,75.0,59.0,62.0,62.0,84.0,95.0,68.0,74.0,79.0,73.0,74.0,40.0,61.0,67.0,73.0,41.0,51.0,69.0,64.0,65.0,60.0,57.0,63.0,70.0,83.0,2666.0,bronze,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,silver,gold
257,Kel’el Ware,United States,Unknown,Miami Heat,7,C,PF,Inside-Out Board Hunter,"7'0""",213,230.0,104.0,"7'4""",224.0,0.0,1.0,"April 20, 2004","North Little Rock, Arkansas",Indiana,80,77.0,98.0,64.0,75.0,70.0,75.0,80.0,78.0,66.0,68.0,66.0,90.0,89.0,90.0,80.0,72.0,77.0,85.0,86.0,65.0,54.0,60.0,62.0,90.0,44.0,37.0,52.0,46.0,52.0,32.0,58.0,68.0,37.0,42.0,83.0,69.0,50.0,60.0,78.0,67.0,89.0,85.0,85.0,2544.0,Unknown,Unknown,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,bronze,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,gold,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,gold
258,Kelly Olynyk,Canada,Unknown,San Antonio Spurs,13,C,PF,Inside-Out Scoring Threat,"6'11""",211,240.0,108.0,"6'10""",208.0,0.0,12.0,"April 19, 1991","Toronto, Canada",Gonzaga,79,79.0,88.0,70.0,86.0,78.0,75.0,75.0,65.0,31.0,35.0,70.0,55.0,89.0,90.0,82.0,75.0,75.0,70.0,60.0,79.0,79.0,79.0,79.0,78.0,57.0,70.0,42.0,25.0,76.0,70.0,58.0,70.0,50.0,53.0,60.0,66.0,45.0,65.0,67.0,62.0,71.0,70.0,79.0,2497.0,bronze,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,gold,bronze,Unknown,bronze,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown
259,Kelly Oubre Jr.,United States,Unknown,Philadelphia 76ers,9,SF,SG,Rim Attacker,"6'7""",201,203.0,91.0,"7'2""",218.0,0.0,10.0,"December 9, 1995","New Orleans, Louisiana",Kansas,80,76.0,87.0,73.0,72.0,75.0,70.0,80.0,79.0,72.0,82.0,58.0,95.0,90.0,75.0,84.0,66.0,82.0,40.0,84.0,45.0,53.0,52.0,84.0,88.0,65.0,73.0,74.0,69.0,75.0,34.0,63.0,49.0,74.0,66.0,53.0,70.0,75.0,55.0,59.0,51.0,66.0,60.0,80.0,2565.0,Unknown,Unknown,Unknown,silver,Unknown,Unknown,bronze,Unknown,bronze,Unknown,silver,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,silver,bronze,Unknown,Unknown,Unknown,silver,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,bronze,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,gold,bronze
260,Kenrich Williams,United States,Unknown,Oklahoma City Thunder,34,PF,C,Stretch Four,"6'6""",198,210.0,95.0,"6'7""",201.0,0.0,7.0,"December 2, 1994","Waco, Texas",TCU,78,83.0,88.0,76.0,84.0,81.0,95.0,75.0,75.0,66.0,75.0,63.0,72.0,80.0,90.0,80.0,63.0,79.0,40.0,65.0,57.0,58.0,58.0,55.0,90.0,62.0,69.0,69.0,63.0,69.0,42.0,66.0,68.0,75.0,49.0,47.0,74.0,75.0,75.0,61.0,56.0,66.0,60.0,78.0,2562.0,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
261,Kentavious Caldwell-Pope,United States,Unknown,Memphis Grizzlies,3,SG,SF,2-Way Perimeter Shot Creator,"6'5""",196,204.0,92.0,"6'8""",203.0,0.0,12.0,"February 18, 1993","Thomaston, Georgia",Georgia,76,74.0,93.0,95.0,80.0,87.0,50.0,40.0,80.0,85.0,84.0,60.0,69.0,92.0,85.0,84.0,55.0,74.0,35.0,73.0,35.0,58.0,35.0,40.0,90.0,64.0,67.0,70.0,80.0,68.0,36.0,71.0,45.0,87.0,63.0,55.0,82.0,82.0,85.0,38.0,33.0,42.0,40.0,76.0,2455.0,silver,Unknown,Unknown,gold,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,bronze,bronze,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,gold,silver
262,KJ Martin,United States,Unknown,Utah Jazz,99,PF,SF,Rim Rocker,"6'6""",198,215.0,97.0,"6'7""",201.0,0.0,5.0,"January 6, 2001","Gardena, California",Sierra Canyon High School,75,71.0,99.0,68.0,67.0,77.0,50.0,65.0,77.0,83.0,83.0,62.0,90.0,80.0,60.0,81.0,66.0,82.0,75.0,92.0,44.0,44.0,44.0,70.0,75.0,61.0,64.0,76.0,69.0,64.0,34.0,55.0,54.0,67.0,36.0,63.0,62.0,54.0,50.0,48.0,42.0,54.0,90.0,78.0,2448.0,Unknown,Unknown,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,gold,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
263,Keon Ellis,United States,Unknown,Sacramento Kings,23,SG,PG,3 & D Point,"6'3""",191,175.0,79.0,"6'9""",206.0,0.0,3.0,"January 8, 2000","Eustis, Florida",Alabama,78,82.0,96.0,76.0,86.0,86.0,75.0,70.0,77.0,81.0,84.0,48.0,79.0,85.0,80.0,80.0,50.0,75.0,25.0,65.0,27.0,40.0,38.0,54.0,78.0,63.0,64.0,74.0,77.0,65.0,33.0,79.0,58.0,84.0,96.0,71.0,82.0,80.0,80.0,44.0,42.0,46.0,90.0,80.0,2550.0,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,gold,Unknown,Unknown,silver,silver,bronze,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
264,Keon Johnson,United States,Unknown,Brooklyn Nets,45,SG,SF,Shot-Creating 3-Level Threat,"6'3""",191,185.0,83.0,"6'7""",201.0,0.0,4.0,"September 29, 1995","Shelbyville, Tennessee",Tennessee,77,76.0,75.0,74.0,76.0,78.0,75.0,75.0,81.0,93.0,84.0,40.0,98.0,88.0,85.0,80.0,54.0,80.0,35.0,85.0,35.0,35.0,35.0,45.0,80.0,71.0,75.0,72.0,83.0,70.0,55.0,63.0,45.0,70.0,66.0,56.0,69.0,68.0,65.0,52.0,42.0,61.0,70.0,77.0,2495.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,Unknown,bronze,Unknown,bronze,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver
265,Keshad Johnson,United States,Unknown,Miami Heat,16,PF,SF,Promising Prospect,"6'7""",201,225.0,101.0,"6'10""",208.0,0.0,1.0,"June 23, 2001","Oakland, California",Arizona,69,67.0,75.0,70.0,71.0,70.0,50.0,65.0,83.0,92.0,80.0,65.0,89.0,88.0,90.0,80.0,61.0,69.0,50.0,75.0,59.0,59.0,59.0,40.0,80.0,57.0,57.0,65.0,70.0,55.0,37.0,51.0,52.0,60.0,46.0,50.0,57.0,52.0,40.0,58.0,58.0,57.0,40.0,78.0,2350.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
266,Kessler Edwards,United States,Unknown,Denver Nuggets,20,SF,PF,Stretch Five Paint Protector,"6'7""",201,203.0,91.0,"6'11""",211.0,0.0,4.0,"August 9, 2000","Glendale, California",Pepperdine,75,73.0,72.0,72.0,78.0,80.0,70.0,65.0,77.0,72.0,74.0,77.0,70.0,80.0,85.0,80.0,61.0,68.0,60.0,65.0,59.0,50.0,59.0,45.0,80.0,55.0,50.0,64.0,59.0,64.0,38.0,72.0,77.0,75.0,46.0,80.0,78.0,75.0,75.0,58.0,47.0,69.0,70.0,75.0,2503.0,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,gold,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,gold
267,Kevin Durant,United States,Unknown,Houston Rockets,35,PF,SF,Walking Bucket,"6'11""",211,240.0,108.0,"7'5""",226.0,0.0,18.0,"September 29, 1988","Washington, District of Columbia",Texas,93,89.0,97.0,97.0,91.0,83.0,70.0,98.0,81.0,80.0,78.0,63.0,77.0,94.0,90.0,88.0,85.0,96.0,60.0,85.0,74.0,86.0,86.0,97.0,98.0,81.0,78.0,92.0,80.0,88.0,69.0,69.0,70.0,77.0,38.0,72.0,75.0,75.0,75.0,49.0,31.0,67.0,75.0,99.0,2949.0,hof,gold,Unknown,gold,hof,Unknown,gold,Unknown,gold,bronze,gold,silver,Unknown,Unknown,Unknown,Unknown,gold,bronze,bronze,Unknown,silver,gold,gold,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,gold,bronze
268,Kevin Huerter,United States,Unknown,Chicago Bulls,13,SG,SF,Inside-Out Shot Creator,"6'7""",201,198.0,89.0,"6'8""",203.0,0.0,7.0,"August 27, 1998","Albany, New York",Maryland,79,74.0,97.0,72.0,78.0,72.0,60.0,65.0,77.0,84.0,78.0,50.0,75.0,85.0,85.0,83.0,55.0,87.0,30.0,65.0,25.0,58.0,35.0,50.0,90.0,69.0,74.0,79.0,72.0,76.0,43.0,58.0,44.0,64.0,56.0,53.0,63.0,64.0,60.0,44.0,35.0,53.0,80.0,79.0,2419.0,silver,bronze,Unknown,silver,bronze,Unknown,silver,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,Unknown
269,Kevin Love,United States,Unknown,Utah Jazz,42,C,PF,Inside-Out Board Hunter,"6'8""",203,245.0,110.0,"6'11""",211.0,0.0,17.0,"September 7, 1988","Santa Monica, California",UCLA,76,69.0,95.0,73.0,80.0,70.0,50.0,45.0,71.0,66.0,54.0,82.0,70.0,70.0,80.0,77.0,73.0,72.0,70.0,50.0,77.0,84.0,84.0,50.0,95.0,58.0,65.0,52.0,33.0,77.0,63.0,62.0,69.0,50.0,78.0,52.0,75.0,57.0,50.0,83.0,70.0,95.0,50.0,82.0,2512.0,bronze,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,gold,bronze,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,gold,Unknown,bronze,Unknown,Unknown
270,Kevin McCullar,United States,Unknown,New York Knicks,9,SG,SF,Perimeter Defender,"6'7""",201,212.0,95.0,"6'11""",211.0,0.0,1.0,"March 15, 2001","San Antonio, Texas",Kansas,69,66.0,76.0,75.0,74.0,79.0,50.0,40.0,77.0,75.0,82.0,55.0,75.0,90.0,80.0,80.0,63.0,76.0,45.0,75.0,59.0,62.0,60.0,45.0,85.0,60.0,68.0,66.0,68.0,67.0,33.0,62.0,52.0,72.0,56.0,63.0,70.0,68.0,50.0,50.0,44.0,55.0,50.0,78.0,2398.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
271,Kevin Porter Jr.,United States,Unknown,Milwaukee Bucks,3,PG,SG,Balanced Point,"6'4""",193,203.0,91.0,"6'9""",206.0,0.0,6.0,"May 4, 2000","Seattle, Washington",Southern California,79,78.0,88.0,85.0,78.0,74.0,50.0,95.0,76.0,85.0,75.0,52.0,75.0,88.0,80.0,80.0,64.0,85.0,40.0,80.0,25.0,62.0,44.0,84.0,95.0,80.0,82.0,82.0,83.0,82.0,72.0,57.0,44.0,69.0,73.0,47.0,64.0,60.0,40.0,55.0,40.0,69.0,75.0,79.0,2581.0,Unknown,Unknown,Unknown,bronze,bronze,Unknown,Unknown,Unknown,bronze,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
272,Kevon Harris,United States,Unknown,Houston Rockets,8,SF,SG,Catch & Shoot Threat,"6'5""",196,216.0,97.0,"6'9""",206.0,0.0,5.0,"June 24, 1997","Ellenwood, Georgia",Stephen F. Austin,68,67.0,75.0,72.0,81.0,76.0,40.0,60.0,75.0,71.0,71.0,58.0,78.0,85.0,84.0,80.0,57.0,75.0,40.0,75.0,33.0,56.0,45.0,49.0,79.0,59.0,64.0,69.0,69.0,65.0,29.0,54.0,60.0,62.0,53.0,51.0,45.0,60.0,45.0,55.0,59.0,51.0,25.0,70.0,2260.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
273,Kevon Looney,United States,Unknown,New Orleans Pelicans,5,C,Unknown,Board-Hunting Paint Protector,"6'9""",206,222.0,100.0,"7'4""",224.0,0.0,10.0,"February 6, 1996","Milwaukee, Wisconsin",UCLA,77,59.0,75.0,44.0,69.0,55.0,50.0,60.0,76.0,58.0,69.0,74.0,63.0,85.0,96.0,84.0,64.0,78.0,75.0,70.0,55.0,52.0,62.0,52.0,66.0,57.0,55.0,61.0,48.0,66.0,55.0,64.0,72.0,46.0,59.0,70.0,74.0,64.0,65.0,91.0,94.0,88.0,60.0,77.0,2446.0,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,bronze,bronze,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,gold,gold,silver,Unknown,gold
274,Keyonte George,United States,Unknown,Utah Jazz,3,PG,SG,Playmaking Inside-Out Threat,"6'4""",193,185.0,83.0,"6'5""",196.0,0.0,2.0,"November 8, 2003","Lewisville, Texas",Baylor,81,82.0,87.0,69.0,78.0,80.0,90.0,90.0,76.0,79.0,78.0,55.0,72.0,84.0,85.0,80.0,62.0,83.0,40.0,65.0,47.0,49.0,48.0,75.0,90.0,82.0,85.0,87.0,78.0,85.0,73.0,48.0,34.0,65.0,38.0,35.0,57.0,58.0,50.0,43.0,32.0,53.0,90.0,84.0,2528.0,Unknown,Unknown,bronze,bronze,bronze,Unknown,silver,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,silver,bronze,Unknown,bronze,Unknown,silver,gold,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
